age,income_annual,monthly_expenses,cash_savings,total_assets,total_debt,risk_tolerance,knowledge_level,goal_years,target_amount,label
19,41101.23,2741.72,0.0,0.0,40335.64,moderate,intermediate,21,2044616.39,capital_preservation
29,129809.46,6134.16,72138.1,67261.34,45104.71,low,beginner,1,1864164.25,income_focus
23,178121.7,10710.55,51582.23,333494.69,110009.45,moderate,intermediate,12,1942314.19,balanced_long_term
25,74807.26,3442.01,0.0,89343.42,0.0,low,intermediate,17,1432510.18,capital_preservation
19,17619.4,1394.87,20139.8,175852.21,90895.18,high,intermediate,12,443300.02,growth_aggressive
64,85603.08,3642.58,47090.88,0.0,0.0,moderate,beginner,12,78557.34,income_focus
47,77552.94,2610.69,41232.39,109189.35,69649.42,low,beginner,26,577913.2,income_focus
62,117050.41,4871.21,42222.9,78045.98,71329.67,high,beginner,4,1045732.41,income_focus
59,33066.95,500.0,0.0,0.0,0.0,moderate,beginner,8,640239.27,capital_preservation
64,58124.31,4601.51,0.0,0.0,52185.53,low,advanced,28,605345.77,capital_preservation
18,133698.88,5502.26,14851.7,289512.3,69790.28,low,intermediate,25,10000.0,capital_preservation
29,73217.78,3161.23,0.0,0.0,6507.87,low,beginner,21,1437601.09,capital_preservation
26,84099.23,5193.03,275.49,0.0,15342.67,moderate,beginner,22,414659.41,capital_preservation
66,163121.13,6831.31,0.0,352462.31,27947.82,moderate,beginner,21,594326.73,capital_preservation
66,111694.87,6041.53,25680.19,230976.31,68918.35,low,intermediate,27,10000.0,income_focus
26,86897.82,3486.48,53668.61,0.0,96175.69,low,beginner,9,703716.91,capital_preservation
64,78717.55,4009.58,36585.02,94312.35,0.0,high,advanced,3,180598.01,balanced_short_term
57,42966.1,1750.33,26371.73,0.0,78726.74,moderate,intermediate,7,799294.74,capital_preservation
46,156045.67,6994.55,82254.24,160677.01,85179.83,moderate,beginner,29,1160357.28,income_focus
53,46606.35,2565.73,15308.83,61199.09,13569.12,moderate,beginner,19,1104875.57,income_focus
23,204556.43,7684.3,36520.7,246145.59,153214.49,low,advanced,27,1186295.55,income_focus
25,140635.44,7904.79,23884.94,234235.26,0.0,low,intermediate,16,860213.18,income_focus
69,103219.25,2695.0,29511.93,7648.21,2141.1,high,intermediate,11,1861902.35,growth_aggressive
30,50222.26,3975.93,0.0,164865.43,0.0,low,intermediate,7,1708713.64,capital_preservation
23,94668.7,4497.33,36838.84,178454.73,54788.28,moderate,beginner,27,10000.0,income_focus
49,22726.91,1373.69,46729.98,0.0,13044.5,moderate,beginner,27,608417.14,income_focus
19,12000.0,500.0,30521.45,138359.63,19172.73,low,beginner,28,1416546.18,income_focus
44,90211.57,3375.85,54139.98,317904.49,86770.56,moderate,beginner,12,1145131.22,income_focus
18,142463.81,7182.28,43830.56,137659.87,66888.89,high,advanced,17,2034165.02,growth_aggressive
52,116883.58,3698.74,34154.15,432087.18,6164.79,low,beginner,22,1462850.44,income_focus
62,52020.88,1196.58,43608.36,0.0,10336.59,moderate,beginner,22,1460700.98,income_focus
25,66890.61,4523.82,117368.25,183289.77,27398.6,moderate,beginner,12,839717.32,income_focus
20,84276.5,5996.29,52248.3,107354.82,0.0,moderate,intermediate,9,10000.0,balanced_long_term
41,131155.9,3100.22,12175.11,183479.37,75285.0,low,beginner,21,1545376.94,income_focus
44,109392.46,3680.0,0.0,254720.99,48388.16,moderate,beginner,16,403671.02,capital_preservation
43,16466.86,1303.63,37129.33,127911.03,0.0,low,intermediate,26,28720.24,income_focus
54,114013.04,6004.82,2263.89,252154.2,58076.7,moderate,beginner,17,1793935.79,capital_preservation
35,129096.81,4372.4,29230.59,188967.28,35433.89,low,beginner,20,1294192.81,income_focus
39,51892.15,3695.01,21716.36,0.0,10414.75,low,advanced,26,1380331.02,income_focus
59,59148.99,4612.52,0.0,173490.64,108170.47,low,intermediate,5,149448.52,capital_preservation
34,66480.17,2222.61,0.0,60562.65,19178.18,moderate,intermediate,4,488317.15,capital_preservation
40,76203.17,5696.35,24856.96,0.0,43398.36,low,beginner,12,89952.49,capital_preservation
34,36855.22,2482.12,14215.07,127380.1,81173.65,moderate,beginner,17,1829494.21,income_focus
52,92360.11,2681.47,0.0,144706.57,47049.51,moderate,intermediate,16,385428.27,capital_preservation
68,69161.6,1821.56,19185.51,0.0,74964.37,moderate,intermediate,24,1443850.76,capital_preservation
33,26988.09,1726.98,0.0,0.0,42916.07,low,intermediate,3,535647.97,capital_preservation
51,164934.37,8646.7,30712.47,316544.92,3479.58,moderate,beginner,29,1339173.06,income_focus
41,96160.61,4501.36,19950.72,108703.44,16605.62,high,beginner,26,1148769.38,income_focus
53,40048.25,2314.2,46803.89,78362.23,0.0,moderate,beginner,9,292441.25,income_focus
69,143902.44,6819.44,19239.18,195838.21,29284.41,high,advanced,28,1116524.31,capital_preservation
54,51665.5,2600.45,19777.26,0.0,28190.79,moderate,beginner,16,1026722.29,capital_preservation
53,145180.45,5238.69,27741.3,297764.9,70050.19,low,beginner,16,1460601.64,income_focus
41,71181.76,2071.0,9937.5,192207.86,41186.73,moderate,intermediate,14,719648.04,balanced_long_term
44,117601.4,6398.94,4244.31,267883.2,15131.64,moderate,advanced,28,2174341.41,capital_preservation
50,93037.53,4992.13,1410.41,130813.45,21899.74,moderate,beginner,16,1834010.95,capital_preservation
38,110488.35,5441.56,0.0,228032.86,0.0,low,intermediate,20,1006275.44,capital_preservation
33,90507.2,5260.59,2452.67,62900.76,49862.36,low,intermediate,28,2511554.77,capital_preservation
56,116361.34,5160.98,0.0,255508.66,18118.95,moderate,beginner,29,835899.2,capital_preservation
40,50125.16,3334.67,0.0,344656.08,107061.75,high,beginner,2,936588.73,capital_preservation
21,80672.06,1833.25,57748.05,256467.02,26981.66,moderate,intermediate,6,10000.0,balanced_long_term
56,12851.1,933.21,0.0,0.0,14032.09,low,intermediate,20,49296.05,capital_preservation
42,12000.0,500.0,47954.81,268031.79,7909.05,moderate,advanced,9,1655180.65,balanced_long_term
61,95693.52,4370.65,9703.06,80397.16,45225.57,high,intermediate,21,646315.78,capital_preservation
51,147278.32,6548.43,59814.69,5873.53,32732.89,low,intermediate,8,10000.0,income_focus
43,150551.0,5958.23,32316.78,265635.18,60073.19,high,beginner,5,1995829.67,income_focus
34,51676.36,2097.63,0.0,135535.94,2651.6,low,beginner,23,142213.17,capital_preservation
42,63474.82,4300.18,6050.26,171041.39,29398.68,moderate,intermediate,20,10000.0,capital_preservation
50,81054.27,4662.41,37519.73,28785.83,0.0,high,intermediate,4,1702321.96,balanced_short_term
51,131053.44,6514.58,39962.73,151698.82,55165.81,high,intermediate,20,1398380.83,growth_aggressive
37,90607.18,6220.92,52695.05,145439.23,40290.68,moderate,beginner,1,1232048.34,income_focus
44,118714.94,4109.99,54103.3,167419.57,2070.57,low,beginner,29,1197810.24,income_focus
33,119535.21,7153.62,48085.52,19980.23,122229.63,low,beginner,10,227781.2,capital_preservation
61,72478.3,3717.92,36704.75,40744.42,0.0,moderate,beginner,13,1109571.84,income_focus
33,73651.78,4233.65,33561.26,15874.71,0.0,low,intermediate,18,1303881.36,income_focus
29,98402.1,6312.92,29729.14,0.0,42568.75,high,beginner,20,1022293.5,capital_preservation
39,89314.73,4326.69,50827.98,144146.09,82350.54,low,beginner,23,498112.76,income_focus
48,97410.16,6929.43,35808.43,228524.93,17572.3,moderate,beginner,15,2506520.23,income_focus
35,121236.01,5598.83,35551.97,91433.13,0.0,moderate,beginner,14,781005.8,income_focus
22,83320.45,3436.74,0.0,80559.19,16324.04,low,intermediate,21,10000.0,capital_preservation
61,85147.86,4017.96,31392.34,63044.97,0.0,low,beginner,22,2163303.55,income_focus
19,82606.67,6539.69,15782.66,190648.83,54764.71,low,intermediate,16,1145380.6,capital_preservation
39,59080.27,3098.47,65486.21,233902.24,32834.82,moderate,advanced,1,804615.88,balanced_short_term
59,151922.52,6038.08,25890.92,489648.88,57023.33,low,beginner,16,1184635.21,income_focus
26,127414.98,7469.19,5978.69,148828.41,81198.38,moderate,beginner,12,1757156.62,capital_preservation
65,64766.11,3223.29,0.0,0.0,27634.75,moderate,intermediate,29,463019.56,capital_preservation
44,105477.69,2473.23,1079.99,0.0,53678.02,high,beginner,14,2229643.01,capital_preservation
25,12000.0,908.09,0.0,0.0,0.0,high,beginner,7,463644.3,capital_preservation
48,12000.0,500.0,0.0,27398.48,0.0,low,beginner,17,1016805.43,capital_preservation
68,91719.9,3862.61,32973.68,236714.67,9860.93,high,intermediate,7,172929.49,balanced_long_term
35,24738.03,719.39,0.0,299658.28,0.0,moderate,advanced,18,1071702.11,capital_preservation
22,79020.09,500.0,21184.02,120666.94,69199.78,high,beginner,12,1612171.81,income_focus
18,119530.41,4791.51,265.16,157024.97,97854.54,moderate,intermediate,2,438450.46,capital_preservation
47,55652.8,2821.15,19330.27,162858.21,29508.1,moderate,intermediate,21,2298742.45,balanced_long_term
57,12000.0,950.0,0.0,2267.66,26447.11,moderate,beginner,24,924910.36,capital_preservation
18,86353.13,2475.04,0.0,146237.29,0.0,moderate,beginner,28,1513373.8,capital_preservation
38,98214.67,4727.25,39614.15,219891.99,0.0,moderate,beginner,3,692157.56,income_focus
68,118781.5,5541.26,67393.36,313410.6,36830.96,low,beginner,26,1485546.21,income_focus
54,24102.9,1370.19,9847.49,119657.04,64302.83,moderate,beginner,2,1174338.58,income_focus
45,59706.77,2289.26,29729.87,0.0,8978.33,high,intermediate,4,1608561.54,balanced_short_term
35,137495.52,5904.65,64437.07,42563.63,0.0,moderate,intermediate,28,1901783.59,balanced_long_term
56,63548.8,2653.43,30207.9,38008.16,905.4,moderate,beginner,12,1883096.31,income_focus
32,51706.55,3853.26,0.0,247954.49,74241.57,moderate,beginner,1,2717125.46,capital_preservation
61,70425.08,4375.17,35163.84,262950.23,0.0,low,beginner,9,1499750.8,income_focus
52,127999.59,6203.86,28341.15,161880.73,10070.61,low,intermediate,5,582498.73,income_focus
40,104448.26,4796.93,0.0,480.71,5317.61,moderate,intermediate,5,1275777.42,capital_preservation
47,12000.0,500.0,2941.47,254458.8,0.0,moderate,beginner,1,1041429.44,income_focus
39,69432.18,2354.18,52809.81,109615.2,67949.47,low,beginner,10,1205220.46,income_focus
22,90923.32,3560.75,22688.76,83274.15,70205.0,moderate,intermediate,1,10000.0,balanced_short_term
68,112808.68,3788.59,35704.32,185601.97,36894.7,low,beginner,22,10000.0,income_focus
20,104129.64,6740.95,68193.85,0.0,22456.36,high,beginner,13,1759642.16,income_focus
43,92474.27,5895.16,53401.7,277676.77,50633.19,low,beginner,1,1612031.43,income_focus
21,69193.8,4531.36,58901.35,13863.2,13682.76,moderate,intermediate,26,608225.23,balanced_long_term
31,103994.29,5404.06,69970.67,102104.04,32860.73,high,beginner,29,10000.0,income_focus
36,103899.85,4429.59,23464.37,247225.75,0.0,high,intermediate,10,10000.0,growth_aggressive
33,12000.0,500.0,0.0,189749.59,0.0,low,beginner,2,689722.76,capital_preservation
41,108661.68,2590.53,1259.4,93966.33,70120.49,high,advanced,29,885044.66,capital_preservation
28,102588.39,6466.66,56491.86,209436.46,0.0,moderate,beginner,29,10000.0,income_focus
32,127414.82,5322.45,2309.83,374478.77,63037.43,moderate,intermediate,11,2535554.92,capital_preservation
47,147879.76,7850.18,23947.4,160266.71,109610.51,moderate,beginner,4,1412335.2,income_focus
63,38500.46,2078.7,0.0,1776.04,0.0,moderate,intermediate,1,1134810.08,capital_preservation
67,155793.06,7732.45,83812.34,214479.99,32575.97,high,beginner,7,866280.98,income_focus
26,29302.34,2196.58,21909.26,196272.55,45857.6,high,beginner,14,352997.26,income_focus
18,16298.7,500.0,18202.88,219446.37,13286.58,moderate,intermediate,11,625341.28,balanced_long_term
49,120118.49,3648.75,0.0,241860.76,84514.45,low,intermediate,18,1403341.13,capital_preservation
28,35738.25,2315.87,24261.96,160890.31,24991.05,moderate,beginner,19,998964.19,income_focus
57,71741.39,2459.84,40156.44,0.0,0.0,low,intermediate,10,1790710.41,income_focus
32,145810.62,8302.29,7102.45,0.0,48144.85,high,beginner,14,346879.55,capital_preservation
56,12000.0,500.0,0.0,156280.44,56132.1,moderate,intermediate,14,1646964.27,capital_preservation
29,12000.0,500.0,28949.73,0.0,0.0,low,beginner,12,937861.65,income_focus
68,169850.06,8989.86,34078.08,219363.73,73827.02,low,beginner,29,10000.0,income_focus
29,32414.28,500.0,49246.64,55728.53,19641.26,moderate,beginner,22,1345909.09,income_focus
51,12000.0,798.57,12163.97,172051.44,0.0,moderate,beginner,8,177201.22,income_focus
56,12000.0,500.0,38644.89,18865.5,40052.67,low,intermediate,13,2077931.84,income_focus
58,89647.35,2767.05,24931.38,0.0,78851.39,high,intermediate,12,523790.21,capital_preservation
25,12000.0,950.0,0.0,0.0,30413.04,high,intermediate,29,696499.85,capital_preservation
31,56756.3,1912.75,24486.08,107369.43,105128.92,low,beginner,12,196536.12,capital_preservation
23,52465.84,2879.23,30329.32,84683.02,114656.07,moderate,beginner,23,1573214.64,capital_preservation
38,20336.38,1609.96,0.0,0.0,29573.43,high,beginner,19,615591.34,capital_preservation
28,76613.53,4536.29,105051.57,165238.78,0.0,high,beginner,27,294812.59,income_focus
29,105340.97,4272.33,75959.12,69757.78,32092.1,high,intermediate,14,1958182.39,growth_aggressive
18,132291.07,5265.21,56024.82,307004.11,106817.34,high,beginner,2,1617355.73,income_focus
28,107140.28,6182.36,12375.69,109087.62,0.0,moderate,advanced,15,487869.04,capital_preservation
22,72804.78,2997.16,65054.49,61904.96,39247.68,low,intermediate,3,10000.0,income_focus
23,30685.08,1626.84,34575.61,0.0,0.0,low,intermediate,8,1806827.12,income_focus
52,82861.74,5544.1,32162.96,33081.58,35358.22,low,intermediate,17,1386505.12,income_focus
24,92881.72,4115.99,36837.37,239084.23,51606.59,moderate,beginner,22,345202.92,income_focus
63,12000.0,500.0,0.0,65730.54,0.0,moderate,intermediate,18,227622.89,capital_preservation
51,59933.98,2707.6,29862.45,204236.62,24676.59,moderate,beginner,10,1477716.52,income_focus
68,76987.0,3065.51,16662.71,0.0,0.0,moderate,beginner,21,10000.0,income_focus
21,133743.23,6844.99,23019.05,87395.28,50049.25,moderate,intermediate,19,864899.03,balanced_long_term
38,104020.97,5332.65,31025.8,169350.7,103577.32,moderate,advanced,21,449481.65,balanced_long_term
62,140501.54,6087.99,76649.46,267036.62,14084.64,moderate,beginner,7,1692298.53,income_focus
19,78733.42,3852.84,6993.24,401036.1,36903.25,moderate,intermediate,14,726089.85,capital_preservation
24,12000.0,500.0,29226.76,206423.73,0.0,moderate,intermediate,7,532724.58,balanced_long_term
40,124438.23,5050.5,0.0,30527.21,43951.6,moderate,intermediate,16,10000.0,capital_preservation
54,182431.42,7091.6,52026.82,158398.68,51478.37,high,beginner,11,785471.9,income_focus
35,136578.52,2343.93,23074.7,199361.45,21359.39,moderate,intermediate,17,10000.0,balanced_long_term
55,20953.35,1658.81,8984.03,0.0,0.0,moderate,intermediate,6,309884.24,balanced_long_term
27,50319.72,848.26,0.0,0.0,805.71,moderate,intermediate,17,2480758.58,capital_preservation
37,106120.34,4871.55,46921.84,245156.34,30542.45,low,beginner,11,1460259.98,income_focus
58,119957.19,5470.23,17812.75,152031.8,35617.17,high,beginner,18,1914903.12,income_focus
61,113340.18,6002.75,5206.03,18714.36,37137.83,low,beginner,19,459326.6,capital_preservation
55,86877.56,5681.42,0.0,412576.14,0.0,high,intermediate,16,149155.8,capital_preservation
68,81682.29,3508.84,0.0,174442.17,15895.32,high,advanced,8,276514.43,capital_preservation
52,77255.08,2017.81,0.0,179177.49,0.0,moderate,intermediate,3,967118.03,capital_preservation
29,119396.75,5468.87,12696.77,203074.09,0.0,low,intermediate,6,1262145.45,capital_preservation
24,132204.07,4955.37,47417.71,184641.63,8549.62,low,beginner,8,528160.6,income_focus
61,79171.13,3444.25,9477.95,0.0,30700.51,low,intermediate,19,819475.12,capital_preservation
38,93352.61,3641.29,9054.5,216326.5,0.0,high,beginner,16,10000.0,capital_preservation
28,182655.59,10384.62,63326.09,316768.47,0.0,low,intermediate,3,387498.0,income_focus
40,63800.05,3967.33,0.0,104701.45,0.0,low,beginner,16,162019.1,capital_preservation
32,75444.78,2665.18,7096.88,94620.94,0.0,moderate,intermediate,19,541538.1,capital_preservation
41,103685.8,4293.01,29567.96,32310.28,18819.16,moderate,intermediate,8,1290515.54,balanced_long_term
22,69004.0,2480.22,91228.26,23992.18,0.0,low,beginner,17,2002339.52,income_focus
69,142552.74,7423.58,30901.18,182575.55,57128.27,moderate,beginner,24,492393.77,income_focus
33,174156.86,8283.65,65272.35,326021.48,71889.21,moderate,beginner,19,1538981.68,income_focus
69,53780.69,2927.62,11769.97,43680.32,125974.28,moderate,advanced,12,352996.79,capital_preservation
63,200586.44,8038.7,32049.79,298778.01,36316.58,moderate,beginner,19,1490507.23,income_focus
38,12000.0,500.0,0.0,200192.27,0.0,high,intermediate,28,560227.04,capital_preservation
56,176798.39,6901.3,39293.15,240094.48,90291.8,low,intermediate,29,755629.59,income_focus
63,118703.18,4038.58,80128.56,86952.76,41196.14,low,beginner,26,344178.69,income_focus
64,66358.43,1866.67,33978.42,5579.58,0.0,moderate,beginner,24,1161157.13,income_focus
48,20512.99,500.0,0.0,187591.62,28402.07,high,beginner,8,381032.37,capital_preservation
44,105713.55,4500.16,78457.58,308613.5,89378.95,moderate,beginner,27,1448343.16,income_focus
32,158362.42,7743.41,46149.61,252792.35,125037.5,high,beginner,1,860384.64,income_focus
20,51150.56,500.0,29129.06,0.0,24649.4,moderate,beginner,13,798922.23,capital_preservation
34,67523.93,5345.64,36329.31,69518.24,0.0,low,intermediate,7,685697.72,income_focus
54,42094.86,779.28,19778.6,0.0,43893.89,low,beginner,23,1082124.34,capital_preservation
51,116201.29,5027.44,75327.43,302859.48,0.0,moderate,intermediate,3,84056.05,balanced_short_term
21,84535.84,4994.66,14008.19,105243.66,28282.46,high,beginner,7,206999.62,capital_preservation
51,71823.3,2745.28,0.0,183862.9,29178.66,moderate,intermediate,18,568586.62,capital_preservation
56,105842.24,5618.04,20684.77,272635.86,33885.82,high,advanced,24,10000.0,growth_aggressive
59,15601.81,500.0,0.0,2388.67,69845.98,high,beginner,1,2764235.42,capital_preservation
66,50565.46,1564.5,12657.82,0.0,0.0,low,beginner,9,10000.0,income_focus
22,64119.8,3657.73,44606.84,420415.86,3815.0,moderate,intermediate,21,488337.46,balanced_long_term
57,66323.29,500.0,19661.65,77601.61,74062.39,moderate,beginner,15,806425.85,capital_preservation
50,30508.7,2160.92,1443.66,156464.03,0.0,low,beginner,7,1716886.44,capital_preservation
27,113901.35,7070.17,19273.16,331061.72,0.0,high,intermediate,12,10000.0,capital_preservation
19,89559.09,5391.02,20903.67,141064.51,51716.28,high,beginner,13,1355822.08,income_focus
58,66670.87,2956.41,56531.71,46844.1,4454.02,moderate,beginner,1,1492662.63,income_focus
